"network_number"	"model_number"	"attractor_number"	"attractor_length"	"attractor_basin_size"
0	0	1	2	3728
0	0	2	2	368
1	0	1	1	428
1	0	2	1	4
1	0	3	2	2384
1	0	4	2	124
1	0	5	4	1156
2	0	1	1	64
2	0	2	2	3328
2	0	3	2	704
3	0	1	1	502
3	0	2	1	688
3	0	3	2	1633
3	0	4	2	1273
4	0	1	4	4096
5	0	1	1	344
5	0	2	1	3752
6	0	1	1	224
6	0	2	3	3872
7	0	1	1	3328
7	0	2	1	128
7	0	3	4	640
8	0	1	2	4096
9	0	1	1	2048
9	0	2	1	250
9	0	3	3	1798
10	0	1	2	4096
11	0	1	1	3872
11	0	2	3	224
12	0	1	1	2250
12	0	2	1	208
12	0	3	1	1355
12	0	4	1	2
12	0	5	1	3
12	0	6	2	20
12	0	7	2	24
12	0	8	2	114
12	0	9	4	120
13	0	1	3	1110
13	0	2	11	2986
14	0	1	1	3584
14	0	2	1	512
15	0	1	1	456
15	0	2	1	3132
15	0	3	1	452
15	0	4	1	16
15	0	5	1	40
16	0	1	1	4096
17	0	1	2	3968
17	0	2	4	128
18	0	1	1	320
18	0	2	1	16
18	0	3	1	54
18	0	4	1	16
18	0	5	1	32
18	0	6	2	160
18	0	7	3	244
18	0	8	3	1292
18	0	9	3	1584
18	0	10	4	378
19	0	1	1	2840
19	0	2	1	1256
20	0	1	1	84
20	0	2	2	276
20	0	3	2	2952
20	0	4	4	284
20	0	5	4	500
21	0	1	1	128
21	0	2	2	3968
22	0	1	6	2048
22	0	2	6	2048
23	0	1	1	2880
23	0	2	1	96
23	0	3	2	244
23	0	4	2	596
23	0	5	2	280
24	0	1	1	348
24	0	2	8	2470
24	0	3	8	1278
25	0	1	4	4096
26	0	1	2	1127
26	0	2	2	171
26	0	3	2	41
26	0	4	12	2757
27	0	1	1	768
27	0	2	3	3328
28	0	1	4	1254
28	0	2	4	1254
28	0	3	4	794
28	0	4	4	794
29	0	1	2	4096
30	0	1	2	1180
30	0	2	2	384
30	0	3	8	2532
31	0	1	2	1648
31	0	2	2	72
31	0	3	4	2376
32	0	1	1	1924
32	0	2	1	1199
32	0	3	1	352
32	0	4	3	609
32	0	5	3	12
33	0	1	1	4080
33	0	2	1	16
34	0	1	1	1617
34	0	2	1	23
34	0	3	1	250
34	0	4	4	2206
35	0	1	1	2048
35	0	2	1	64
35	0	3	1	64
35	0	4	2	160
35	0	5	3	864
35	0	6	3	896
36	0	1	1	256
36	0	2	4	2464
36	0	3	4	608
36	0	4	4	640
36	0	5	4	128
37	0	1	1	1376
37	0	2	1	1216
37	0	3	1	256
37	0	4	1	32
37	0	5	2	1216
38	0	1	2	4096
39	0	1	1	2048
39	0	2	1	2048
40	0	1	2	4096
41	0	1	1	256
41	0	2	4	1536
41	0	3	4	2304
42	0	1	1	3840
42	0	2	1	248
42	0	3	1	8
43	0	1	1	1014
