network_index	model_no	original_mod_jaccard	nonNCF_to_NCF_modi_model_jaccard	att_recovery_score_modi_model
61	0	0.333333333333333	0.25	0.7500000000000008
61	1	0.333333333333333	0.25	0.7500000000000008
61	2	0.333333333333333	0.2	0.6000000000000006
61	3	0.333333333333333	0.2	0.6000000000000006
61	4	0.333333333333333	0.25	0.7500000000000008
61	5	0.333333333333333	0.5	1.5000000000000016
61	6	0.333333333333333	0.2	0.6000000000000006
61	7	0.333333333333333	0.5	1.5000000000000016
61	8	0.333333333333333	0.16666666666666666	0.5000000000000006
61	9	0.333333333333333	0.16666666666666666	0.5000000000000006
61	10	0.333333333333333	0.2	0.6000000000000006
61	11	0.333333333333333	0.2	0.6000000000000006
61	12	0.333333333333333	0.25	0.7500000000000008
61	13	0.333333333333333	0.25	0.7500000000000008
61	14	0.333333333333333	0.2	0.6000000000000006
61	15	0.333333333333333	0.16666666666666666	0.5000000000000006
61	16	0.333333333333333	0.5	1.5000000000000016
61	17	0.333333333333333	0.25	0.7500000000000008
61	18	0.333333333333333	0.2	0.6000000000000006
61	19	0.333333333333333	0.5	1.5000000000000016
61	20	0.333333333333333	0.16666666666666666	0.5000000000000006
61	21	0.333333333333333	0.3333333333333333	1.000000000000001
61	22	0.333333333333333	0.125	0.3750000000000004
61	23	0.333333333333333	0.25	0.7500000000000008
61	24	0.333333333333333	0.25	0.7500000000000008
61	25	0.333333333333333	0.16666666666666666	0.5000000000000006
61	26	0.333333333333333	0.2	0.6000000000000006
61	27	0.333333333333333	0.5	1.5000000000000016
61	28	0.333333333333333	0.5	1.5000000000000016
61	29	0.333333333333333	0.16666666666666666	0.5000000000000006
61	30	0.333333333333333	0.16666666666666666	0.5000000000000006
61	31	0.333333333333333	0.5	1.5000000000000016
61	32	0.333333333333333	0.25	0.7500000000000008
61	33	0.333333333333333	0.2	0.6000000000000006
61	34	0.333333333333333	0.25	0.7500000000000008
61	35	0.333333333333333	0.3333333333333333	1.000000000000001
61	36	0.333333333333333	0.2	0.6000000000000006
61	37	0.333333333333333	0.5	1.5000000000000016
61	38	0.333333333333333	0.2	0.6000000000000006
61	39	0.333333333333333	0.2	0.6000000000000006
61	40	0.333333333333333	0.5	1.5000000000000016
61	41	0.333333333333333	0.16666666666666666	0.5000000000000006
61	42	0.333333333333333	0.125	0.3750000000000004
61	43	0.333333333333333	0.125	0.3750000000000004
61	44	0.333333333333333	0.25	0.7500000000000008
61	45	0.333333333333333	0.16666666666666666	0.5000000000000006
61	46	0.333333333333333	0.25	0.7500000000000008
61	47	0.333333333333333	0.2	0.6000000000000006
61	48	0.333333333333333	0.3333333333333333	1.000000000000001
61	49	0.333333333333333	0.5	1.5000000000000016
61	50	0.333333333333333	0.2	0.6000000000000006
61	51	0.333333333333333	0.2	0.6000000000000006
61	52	0.333333333333333	0.25	0.7500000000000008
61	53	0.333333333333333	0.5	1.5000000000000016
61	54	0.333333333333333	0.25	0.7500000000000008
61	55	0.333333333333333	0.5	1.5000000000000016
61	56	0.333333333333333	0.25	0.7500000000000008
61	57	0.333333333333333	0.2	0.6000000000000006
61	58	0.333333333333333	0.2	0.6000000000000006
61	59	0.333333333333333	0.25	0.7500000000000008
61	60	0.333333333333333	0.3333333333333333	1.000000000000001
61	61	0.333333333333333	0.25	0.7500000000000008
61	62	0.333333333333333	0.2	0.6000000000000006
61	63	0.333333333333333	0.25	0.7500000000000008
61	64	0.333333333333333	0.2	0.6000000000000006
61	65	0.333333333333333	0.2	0.6000000000000006
61	66	0.333333333333333	0.14285714285714285	0.428571428571429
61	67	0.333333333333333	0.25	0.7500000000000008
61	68	0.333333333333333	0.2	0.6000000000000006
61	69	0.333333333333333	0.16666666666666666	0.5000000000000006
61	70	0.333333333333333	0.125	0.3750000000000004
61	71	0.333333333333333	0.2	0.6000000000000006
61	72	0.333333333333333	0.2	0.6000000000000006
61	73	0.333333333333333	0.2	0.6000000000000006
61	74	0.333333333333333	0.2	0.6000000000000006
61	75	0.333333333333333	0.2	0.6000000000000006
61	76	0.333333333333333	0.3333333333333333	1.000000000000001
61	77	0.333333333333333	0.2	0.6000000000000006
61	78	0.333333333333333	0.3333333333333333	1.000000000000001
61	79	0.333333333333333	0.2	0.6000000000000006
61	80	0.333333333333333	0.5	1.5000000000000016
61	81	0.333333333333333	0.2	0.6000000000000006
61	82	0.333333333333333	0.2	0.6000000000000006
61	83	0.333333333333333	0.5	1.5000000000000016
61	84	0.333333333333333	0.16666666666666666	0.5000000000000006
61	85	0.333333333333333	0.2	0.6000000000000006
61	86	0.333333333333333	0.16666666666666666	0.5000000000000006
