network_index	model_no	bio_gold_std_JS_dist	nonNCF_to_NCF_modi_model_gold_std_JS_dist
61	0	0.665770134404309	0.6740549459257971
61	1	0.665770134404309	0.6477530991727736
61	2	0.665770134404309	0.5579230452841438
61	3	0.665770134404309	0.5579230452841438
61	4	0.665770134404309	0.8158722347696203
61	5	0.665770134404309	0.5579230452841438
61	6	0.665770134404309	0.5579230452841438
61	7	0.665770134404309	0.5579230452841438
61	8	0.665770134404309	0.5980707581781131
61	9	0.665770134404309	0.5848126316437748
61	10	0.665770134404309	0.5579230452841438
61	11	0.665770134404309	0.5579230452841438
61	12	0.665770134404309	0.663167878664816
61	13	0.665770134404309	0.5986242845540395
61	14	0.665770134404309	0.5579230452841438
61	15	0.665770134404309	0.5861238040343072
61	16	0.665770134404309	0.5579230452841438
61	17	0.665770134404309	0.6570996843503776
61	18	0.665770134404309	0.5579230452841438
61	19	0.665770134404309	0.5579230452841438
61	20	0.665770134404309	0.5750785858324085
61	21	0.665770134404309	0.5579230452841438
61	22	0.665770134404309	0.9842365820948575
61	23	0.665770134404309	0.650244757070276
61	24	0.665770134404309	0.8540842998837312
61	25	0.665770134404309	0.5744620899411854
61	26	0.665770134404309	0.5579230452841438
61	27	0.665770134404309	0.5579230452841438
61	28	0.665770134404309	0.5579230452841438
61	29	0.665770134404309	0.5860793809175735
61	30	0.665770134404309	0.5727668827247153
61	31	0.665770134404309	0.5579230452841438
61	32	0.665770134404309	0.6642249899632664
61	33	0.665770134404309	0.5579230452841438
61	34	0.665770134404309	0.6475022455963402
61	35	0.665770134404309	0.5669377212810496
61	36	0.665770134404309	0.5579230452841438
61	37	0.665770134404309	0.5579230452841438
61	38	0.665770134404309	0.9824548694572508
61	39	0.665770134404309	0.5579230452841438
61	40	0.665770134404309	0.5579230452841438
61	41	0.665770134404309	0.5888810249477462
61	42	0.665770134404309	0.9807936658825889
61	43	0.665770134404309	0.9851232721353596
61	44	0.665770134404309	0.674094307868549
61	45	0.665770134404309	0.5739682987281469
61	46	0.665770134404309	0.7169214779105287
61	47	0.665770134404309	0.5579230452841437
61	48	0.665770134404309	0.5691293558334177
61	49	0.665770134404309	0.5579230452841438
61	50	0.665770134404309	0.5579230452841438
61	51	0.665770134404309	0.5579230452841438
61	52	0.665770134404309	0.9869332566401432
61	53	0.665770134404309	0.5579230452841438
61	54	0.665770134404309	0.8550152023172464
61	55	0.665770134404309	0.5579230452841438
61	56	0.665770134404309	0.6620389714325446
61	57	0.665770134404309	0.5579230452841438
61	58	0.665770134404309	0.5579230452841438
61	59	0.665770134404309	0.6271883386200213
61	60	0.665770134404309	0.5765323470477699
61	61	0.665770134404309	0.9295324888054084
61	62	0.665770134404309	0.5579230452841438
61	63	0.665770134404309	0.6171460185566882
61	64	0.665770134404309	0.5579230452841438
61	65	0.665770134404309	0.5579230452841438
61	66	0.665770134404309	0.7981965584472014
61	67	0.665770134404309	0.5844045989558133
61	68	0.665770134404309	0.5579230452841438
61	69	0.665770134404309	0.5940314585767574
61	70	0.665770134404309	0.9860218467654194
61	71	0.665770134404309	0.5579230452841438
61	72	0.665770134404309	0.9960154545138182
61	73	0.665770134404309	0.5579230452841438
61	74	0.665770134404309	0.5579230452841438
61	75	0.665770134404309	0.5579230452841438
61	76	0.665770134404309	0.579774839792278
61	77	0.665770134404309	0.5579230452841438
61	78	0.665770134404309	0.9133311682849784
